name,year,DoD,DoEd,HHS,DoT,DoEnrg,NASA,NSF,DoA,EPA,DoHS,DoC,GEOID,id
"District 23, New York",2016,6295481,0,1977802,245739,1299935.8,0,2024935,0,0,849997.56,0,5001600US3623,602
"District 23, New York",2017,21295266.78,0,8714922,0,1224952,124934,1393608,199850,0,0,0,5001600US3623,603
"District 23, New York",2018,3804996.08,0,4163668,0,1159962,122146,2600891,0,99441,0,0,5001600US3623,604
"District 49, California",2008,2235856,0,3964533,0,1250000,99978,99632,0,0,149913,94948,5001600US0649,605
"District 49, California",2009,8016080,0,3717951,0,2600000,899358,564304,0,0,99995,396957,5001600US0649,606
"District 49, California",2010,11432688,0,5196337,0,1499331,399948,450000,0,0,100000,0,5001600US0649,607
"District 49, California",2011,6973809,0,16457756,78530,4241812,1399816,749979,0,0,749560.4,0,5001600US0649,608
"District 49, California",2012,10882999,0,15171976,0,2449928,738659,1298732,450000,0,0,0,5001600US0649,609
"District 49, California",2013,8199945,0,12165527,0,2149557,372992,1899794,100000,0,0,0,5001600US0649,610
"District 49, California",2014,8686589,0,18452626,0,300000,748151,1499922,100000,0,99980,90000,5001600US0649,611
"District 49, California",2015,5155021,0,10571316,0,1450000,249407,1315755,0,0,0,489602,5001600US0649,612
"District 49, California",2016,10690452,0,16687111,0,3299999.93,1242260,1124173,0,0,0,0,5001600US0649,613
"District 49, California",2017,6097531,0,22898497,0,1000000,1499287,1198253,99992,0,0,119170.56,5001600US0649,614
"District 49, California",2018,5546827.52,0,15748730,0,374995,124954,1559514,0,100000,0,399929.8,5001600US0649,615
"District 12, Michigan",2008,22396864,91700,10524107,0,293813,599299,1164546,80000,0,99967,179601,5001600US2612,616
"District 12, Michigan",2009,11802962,0,12949600,0,1679456,3698946,2041116,80000,0,99998,0,5001600US2612,617
"District 12, Michigan",2010,24029255,74964,9362822,0,2331654,3156723,2388814,578941,70000,849948,0,5001600US2612,618
"District 12, Michigan",2011,8370173,499599,19462719,0,1149850,5095826,2683729,920000,0,2599812.97,0,5001600US2612,619
"District 12, Michigan",2012,8220702.1,0,8655557,0,1297788,1085298,2091819,100000,0,199864.93,0,5001600US2612,620
"District 12, Michigan",2013,8896764,74982,10151785,0,1449562,1770325,2333416,549999,79996,100000,0,5001600US2612,621
"District 12, Michigan",2014,8643049,0,8238546,0,1454299,999436,2368959,0,0,0,0,5001600US2612,622
"District 12, Michigan",2015,13702579.12,0,12779130,149974,2160000,624590,2879626,100000,0,99992.58,0,5001600US2612,623
"District 12, Michigan",2016,19906464.55,0,3063218,0,225000,499517,3138390,99915,0,849443.68,119977.44,5001600US2612,624
"District 12, Michigan",2017,18890322.73,0,17010522,1098571,0,1925814,2095135,0,0,749987.2,0,5001600US2612,625
"District 12, Michigan",2018,15446222.3,0,6787445,0,449870,999954,2097983,0,0,0,200000,5001600US2612,626
"District 2, New York",2008,5135236.9,0,400000,0,0,99162,0,0,0,0,0,5001600US3602,627
"District 2, New York",2009,1559926,0,0,0,0,599165,0,0,0,0,0,5001600US3602,628
"District 2, New York",2010,1734011,0,0,0,0,0,0,0,0,0,0,5001600US3602,629
"District 2, New York",2011,809178,0,0,0,0,0,150000,0,0,0,0,5001600US3602,630
"District 2, New York",2012,592544,0,150000,0,0,0,0,0,0,0,0,5001600US3602,631
"District 2, New York",2013,1078231,0,0,0,0,0,0,0,0,0,0,5001600US3602,632
"District 2, New York",2014,728898,0,0,0,0,0,0,0,0,0,0,5001600US3602,633
"District 2, New York",2015,1699685,0,0,0,0,0,0,0,0,0,0,5001600US3602,634
"District 2, New York",2016,3334680,0,0,0,0,0,225000,0,0,0,99692.29,5001600US3602,635
"District 2, New York",2017,8931378.09,0,225028,0,0,0,0,0,0,0,299867.44,5001600US3602,636
"District 2, New York",2018,3619633.06,0,2019665,0,149999.3,0,0,0,0,0,0,5001600US3602,637
"District 26, Florida",2008,476985,0,106994,0,99996,99996,0,0,0,0,0,5001600US1226,638
"District 26, Florida",2009,139996,0,1553078,0,0,0,0,0,0,0,0,5001600US1226,639
"District 26, Florida",2010,1499994,0,0,0,0,0,0,0,0,0,0,5001600US1226,640
"District 26, Florida",2011,0,0,0,0,0,0,149750,0,0,0,0,5001600US1226,641
"District 26, Florida",2012,0,0,0,0,0,0,0,0,0,0,0,5001600US1226,642
"District 26, Florida",2013,0,0,1263921,0,0,0,150000,0,0,0,0,5001600US1226,643
"District 26, Florida",2014,0,0,225000,0,0,0,0,0,0,0,0,5001600US1226,644
"District 26, Florida",2015,0,0,0,0,0,0,0,0,0,0,0,5001600US1226,645
"District 26, Florida",2016,0,0,0,0,0,0,0,0,0,0,0,5001600US1226,646
"District 26, Florida",2017,0,0,0,0,0,0,0,0,0,0,0,5001600US1226,647
"District 26, Florida",2018,0,0,0,0,0,124947,0,0,0,0,0,5001600US1226,648
"District 4, Wisconsin",2008,1981906,0,508369,0,0,0,99015,0,0,0,0,5001600US5504,649
"District 4, Wisconsin",2009,99999,0,0,0,0,0,468494,0,0,0,0,5001600US5504,650
"District 4, Wisconsin",2010,92377,0,0,0,0,0,199629,0,0,0,0,5001600US5504,651
"District 4, Wisconsin",2011,0,0,605036,0,0,0,648074,0,0,0,0,5001600US5504,652
"District 4, Wisconsin",2012,0,0,2160375,0,0,0,0,0,0,0,0,5001600US5504,653
"District 4, Wisconsin",2013,0,0,200542,0,0,0,0,0,0,0,0,5001600US5504,654
"District 4, Wisconsin",2014,0,0,0,0,0,0,150000,0,0,0,0,5001600US5504,655
"District 4, Wisconsin",2015,0,0,1589038,99881,150000,0,0,99574,0,0,0,5001600US5504,656
"District 4, Wisconsin",2016,0,0,0,0,0,0,150000,0,0,0,0,5001600US5504,657
"District 4, Wisconsin",2017,0,0,405307,0,0,0,750000,0,0,0,0,5001600US5504,658
"District 4, Wisconsin",2018,0,0,241568,0,1006780.69,0,0,0,0,0,0,5001600US5504,659
"District 2, Connecticut",2008,6932954,0,1556050,0,99758,1296662,649669,0,0,0,95000,5001600US0902,660
"District 2, Connecticut",2009,4766391,0,3513675,0,99956,99019,223478,0,0,0,475000,5001600US0902,661
"District 2, Connecticut",2010,8856102,0,1695795,0,149964,82001,499720,0,0,0,350000,5001600US0902,662
"District 2, Connecticut",2011,6779852,0,900000,0,0,799085,150000,98750,0,0,95000,5001600US0902,663
"District 2, Connecticut",2012,7471331,0,299998,0,0,1499570,486406,0,0,0,0,5001600US0902,664
"District 2, Connecticut",2013,4015442,0,0,0,0,0,150000,0,0,0,0,5001600US0902,665
"District 2, Connecticut",2014,4819200,0,789013,0,0,0,747229,99996,0,0,0,5001600US0902,666
"District 2, Connecticut",2015,9550666,0,1742170,0,1010000,0,0,0,100000,0,0,5001600US0902,667
"District 2, Connecticut",2016,6758438,0,574732,0,149999.56,0,0,0,0,0,0,5001600US0902,668
"District 2, Connecticut",2017,5090094,0,1474921,0,0,0,0,0,0,0,0,5001600US0902,669
"District 2, Connecticut",2018,5429405.98,0,3963885,0,380000,0,223565,0,0,0,0,5001600US0902,670
"District 9, Tennessee",2008,0,0,1945957,0,0,0,0,0,0,0,0,5001600US4709,671
"District 9, Tennessee",2009,0,0,0,0,0,0,0,0,0,0,0,5001600US4709,672
"District 9, Tennessee",2010,0,0,167685,0,0,0,0,0,0,0,0,5001600US4709,673
"District 9, Tennessee",2011,70000,0,834348,0,0,0,0,0,0,0,0,5001600US4709,674
"District 9, Tennessee",2012,0,0,4519419,0,0,0,0,0,0,0,0,5001600US4709,675
"District 9, Tennessee",2013,0,0,150000,0,0,0,0,0,0,0,0,5001600US4709,676
"District 9, Tennessee",2014,0,0,3000000,0,0,0,0,0,0,0,0,5001600US4709,677
"District 9, Tennessee",2015,0,0,1219900,0,150000,0,0,98481,0,0,0,5001600US4709,678
"District 9, Tennessee",2016,0,0,0,0,0,0,0,598501,0,0,0,5001600US4709,679
"District 9, Tennessee",2017,0,0,351119,0,0,0,0,0,0,0,0,5001600US4709,680
"District 9, Tennessee",2018,0,0,2643630,0,0,0,0,0,0,0,0,5001600US4709,681
"District 13, Georgia",2008,1129292,0,850093,0,99998,600000,99968,0,0,0,0,5001600US1313,682
"District 13, Georgia",2009,749750,0,157419,0,847188,0,150000,0,0,0,0,5001600US1313,683
"District 13, Georgia",2010,2193455,0,749902,0,0,0,143059,0,0,0,0,5001600US1313,684
"District 13, Georgia",2011,0,0,149976,0,0,0,0,0,0,0,0,5001600US1313,685
"District 13, Georgia",2012,0,0,0,0,0,0,0,0,0,0,0,5001600US1313,686
"District 13, Georgia",2013,0,0,294331,0,0,0,0,0,0,0,0,5001600US1313,687
"District 13, Georgia",2014,0,0,0,0,0,0,0,0,0,0,0,5001600US1313,688
"District 13, Georgia",2015,0,0,737380,0,0,0,0,0,0,0,0,5001600US1313,689
"District 13, Georgia",2016,0,0,375000,0,0,0,0,0,0,0,0,5001600US1313,690
"District 13, Georgia",2017,0,0,350000,0,0,0,0,0,0,0,0,5001600US1313,691
"District 13, Georgia",2018,0,0,0,0,0,0,0,0,0,0,0,5001600US1313,692
"District 1, Maine",2008,985432,0,2385982,0,0,0,0,0,0,0,0,5001600US2301,693
"District 1, Maine",2009,149972,0,156592,0,0,0,267480,430000,0,0,0,5001600US2301,694
"District 1, Maine",2010,0,0,1044352,0,900000,199076,0,489926,0,0,95000,5001600US2301,695
"District 1, Maine",2011,962778,0,125832,0,149998,1498782,299451,0,0,149732,300000,5001600US2301,696
"District 1, Maine",2012,877983,0,0,0,149999,0,499980,99780,0,1099746.7,0,5001600US2301,697
"District 1, Maine",2013,229994,0,0,0,0,0,374997,449000,0,0,0,5001600US2301,698
"District 1, Maine",2014,229951,0,0,0,0,0,224647,99993,0,0,94999,5001600US2301,699
"District 1, Maine",2015,0,0,3779758,0,0,0,1402256,599991,0,0,399999,5001600US2301,700
"District 1, Maine",2016,919464,0,0,0,296650,114983,150000,99771,0,0,0,5001600US2301,701
"District 1, Maine",2017,374992.9,0,0,0,986802,0,225000,100000,0,0,0,5001600US2301,702
"District 1, Maine",2018,0,0,627502,0,149952.4,0,973394,700000,0,0,0,5001600US2301,703
"District 8, New York",2008,0,0,0,0,0,0,0,0,0,0,0,5001600US3608,704
"District 8, New York",2009,119996,0,0,0,0,0,0,0,0,0,0,5001600US3608,705
"District 8, New York",2010,0,0,0,0,0,0,299945,0,0,0,0,5001600US3608,706
"District 8, New York",2011,0,0,0,0,0,0,475766,0,0,0,0,5001600US3608,707
"District 8, New York",2012,716984,0,0,0,0,0,149976,0,0,0,0,5001600US3608,708
"District 8, New York",2013,0,0,297137,0,0,0,0,0,0,0,0,5001600US3608,709
"District 8, New York",2014,0,0,1192087,0,0,0,0,0,0,0,0,5001600US3608,710
"District 8, New York",2015,0,0,224997,0,0,120048,207832,0,0,0,0,5001600US3608,711
"District 8, New York",2016,2629560,0,773527,0,299559.89,2866926,0,0,0,0,0,5001600US3608,712
"District 8, New York",2017,100000,0,509431,0,1000000,1686779,0,0,0,0,0,5001600US3608,713
"District 8, New York",2018,0,0,2022937,0,0,0,224545,0,0,0,0,5001600US3608,714
"District 1, Utah",2008,725463,0,95448,0,0,0,249982,0,0,0,0,5001600US4901,715
"District 1, Utah",2009,199954,0,488689,0,0,0,0,0,0,0,0,5001600US4901,716
"District 1, Utah",2010,900020,0,106851,0,0,0,329958,400000,0,0,0,5001600US4901,717
"District 1, Utah",2011,1029206,0,382972,0,0,0,149773,0,0,0,0,5001600US4901,718
"District 1, Utah",2012,1796120,0,148235,0,0,0,149453,0,0,0,0,5001600US4901,719
"District 1, Utah",2013,3403968,0,350000,0,0,0,1248325,0,0,0,0,5001600US4901,720
"District 1, Utah",2014,1074567,0,1259753,0,0,0,0,0,0,0,0,5001600US4901,721
"District 1, Utah",2015,299383,0,149950,0,0,0,224809,0,0,0,100000,5001600US4901,722
"District 1, Utah",2016,1343166.23,0,1694996,0,0,0,225000,0,0,0,300000,5001600US4901,723
"District 1, Utah",2017,7695676.93,0,0,0,0,124950,225000,0,0,0,0,5001600US4901,724
"District 1, Utah",2018,3397254,0,224883,0,299919,879920,749214,0,0,0,119785.89,5001600US4901,725
"District 10, Ohio",2008,24757012,0,0,0,2070844,2099947,1749471,0,0,749611,0,5001600US3910,726
"District 10, Ohio",2009,23872830,0,0,0,2399940,1199033,1215765,0,279872.4,0,0,5001600US3910,727
"District 10, Ohio",2010,37209587,0,500000,0,1699874,2399874,749735,0,449970,0,0,5001600US3910,728
"District 10, Ohio",2011,24806689,0,150000,0,1600926,2748703,1999732,0,80000,0,0,5001600US3910,729
"District 10, Ohio",2012,36653014.6,0,1128889,0,599024,1998122,463406,100000,459980,0,0,5001600US3910,730
"District 10, Ohio",2013,22445972,0,299998,0,3377377,498208,0,0,79999,93358.04,0,5001600US3910,731
"District 10, Ohio",2014,26662473.31,0,0,0,1820884.69,3571074,149967,100000,0,0,0,5001600US3910,732
"District 10, Ohio",2015,33884054.98,0,0,0,4174999.2,6246520,0,0,100000,0,0,5001600US3910,733
"District 10, Ohio",2016,37366093.49,0,223198,0,4549718.88,3621745,0,99689,100000,0,0,5001600US3910,734
"District 10, Ohio",2017,67648295.17,0,0,0,4064511,5621530,0,799633,0,0,0,5001600US3910,735
"District 10, Ohio",2018,40706927.55,0,0,0,3834844.45,3758181,0,0,0,0,0,5001600US3910,736
"District 4, Michigan",2008,199955,0,0,0,0,0,347624,0,0,0,0,5001600US2604,737
"District 4, Michigan",2009,632983,0,0,0,0,0,750000,0,0,0,0,5001600US2604,738
"District 4, Michigan",2010,169768,0,0,0,99970,0,1165535,0,0,0,0,5001600US2604,739
"District 4, Michigan",2011,0,0,0,0,1000000,0,0,0,0,0,0,5001600US2604,740
"District 4, Michigan",2012,149865,0,0,0,0,0,0,0,0,0,0,5001600US2604,741
"District 4, Michigan",2013,0,0,0,0,0,0,0,0,0,0,0,5001600US2604,742
"District 4, Michigan",2014,0,0,0,0,0,0,150000,0,0,0,0,5001600US2604,743
"District 4, Michigan",2015,0,0,150000,0,300000,0,0,0,0,0,0,5001600US2604,744
"District 4, Michigan",2016,149577.12,0,0,0,150000,0,0,0,0,0,0,5001600US2604,745
"District 4, Michigan",2017,0,0,0,0,0,0,0,100000,0,0,0,5001600US2604,746
"District 4, Michigan",2018,0,0,1032625,0,0,0,0,0,0,0,0,5001600US2604,747
"District 20, Florida",2008,0,0,0,0,0,0,0,0,0,0,0,5001600US1220,748
"District 20, Florida",2009,98816,0,3336026,0,0,0,0,0,0,0,0,5001600US1220,749
"District 20, Florida",2010,0,0,0,0,0,0,150000,0,0,0,0,5001600US1220,750
"District 20, Florida",2011,0,0,3649534,0,0,0,0,0,0,0,0,5001600US1220,751
"District 20, Florida",2012,0,0,489156,0,0,0,0,0,0,0,0,5001600US1220,752
"District 20, Florida",2013,0,149967,0,0,0,0,0,0,0,0,0,5001600US1220,753
"District 20, Florida",2014,0,0,2696646,0,0,0,0,0,0,0,0,5001600US1220,754
"District 20, Florida",2015,0,0,1928111,0,0,0,0,0,0,0,0,5001600US1220,755
"District 20, Florida",2016,0,0,0,0,0,0,0,0,0,0,0,5001600US1220,756
"District 20, Florida",2017,0,0,2999757,0,0,0,0,0,0,0,0,5001600US1220,757
"District 20, Florida",2018,0,0,0,0,0,0,224249,0,0,0,0,5001600US1220,758
"District (at Large), Puerto Rico",2008,0,0,0,0,0,0,0,0,0,0,0,5001600US7298,759
"District (at Large), Puerto Rico",2009,0,0,0,0,0,0,0,0,0,0,0,5001600US7298,760
"District (at Large), Puerto Rico",2010,0,0,290854,0,0,0,359093,0,0,0,0,5001600US7298,761
"District (at Large), Puerto Rico",2011,0,0,0,0,0,0,0,0,0,0,0,5001600US7298,762
"District (at Large), Puerto Rico",2012,0,0,0,0,0,0,0,0,0,0,0,5001600US7298,763
"District (at Large), Puerto Rico",2013,0,0,0,0,0,0,149781,0,0,0,0,5001600US7298,764
"District (at Large), Puerto Rico",2014,0,0,0,0,0,0,0,0,0,0,0,5001600US7298,765
"District (at Large), Puerto Rico",2015,0,0,0,0,0,0,150000,0,0,0,0,5001600US7298,766
"District (at Large), Puerto Rico",2016,0,0,448916,0,0,0,975000,0,0,0,0,5001600US7298,767
"District (at Large), Puerto Rico",2017,0,0,0,0,0,0,225000,0,0,0,0,5001600US7298,768
"District (at Large), Puerto Rico",2018,0,0,988241,0,0,0,225000,0,0,0,0,5001600US7298,769
"District 3, Michigan",2008,0,0,102345,0,0,0,0,0,0,0,0,5001600US2603,770
"District 3, Michigan",2009,0,0,0,0,0,0,149991,0,0,0,0,5001600US2603,771
"District 3, Michigan",2010,0,0,0,0,0,0,0,0,0,0,0,5001600US2603,772
"District 3, Michigan",2011,185173,0,698827,0,0,0,0,0,0,0,0,5001600US2603,773
"District 3, Michigan",2012,899971,0,0,0,0,0,149964,93011,0,0,0,5001600US2603,774
"District 3, Michigan",2013,597691,0,3003708,149441.25,0,0,649093,100000,0,0,0,5001600US2603,775
"District 3, Michigan",2014,1730370,0,0,749456,150000,0,0,0,0,0,0,5001600US2603,776
"District 3, Michigan",2015,1650341.06,0,571236,0,1000000,0,0,0,0,0,0,5001600US2603,777
"District 3, Michigan",2016,2499844.8,0,5537844,0,0,0,0,600000,0,0,0,5001600US2603,778
"District 3, Michigan",2017,99710,0,0,0,0,0,0,0,0,0,0,5001600US2603,779
"District 3, Michigan",2018,124986,0,952592,0,0,0,0,0,0,0,0,5001600US2603,780
"District 9, Massachusetts",2008,804720,0,149993,0,0,98542,0,0,0,0,399954,5001600US2509,781
"District 9, Massachusetts",2009,119466,0,0,99813,97899,199004,148336,0,0,0,0,5001600US2509,782
"District 9, Massachusetts",2010,1179223,0,749113,0,100000,1290922,299850,0,0,0,0,5001600US2509,783
"District 9, Massachusetts",2011,219026,0,2182004,0,0,799408,0,0,0,0,94888.07,5001600US2509,784
"District 9, Massachusetts",2012,539009,0,3967317,0,0,0,149462,0,0,0,399691,5001600US2509,785
"District 9, Massachusetts",2013,577380,0,3927471,0,223261,249242,299800,0,0,0,0,5001600US2509,786
"District 9, Massachusetts",2014,488300,0,2209657,0,0,998998,0,100000,0,0,0,5001600US2509,787
"District 9, Massachusetts",2015,0,0,1856700,0,0,0,150000,499999,0,0,0,5001600US2509,788
"District 9, Massachusetts",2016,149942,0,3943579,0,0,0,225000,0,0,0,120000,5001600US2509,789
"District 9, Massachusetts",2017,3918460.77,0,3192926,0,0,250000,0,98750,0,0,520000,5001600US2509,790
"District 9, Massachusetts",2018,398297.1,0,1551078,0,150000,1499094,225000,99439,0,0,639024.39,5001600US2509,791
"District 5, Wisconsin",2008,1904584,0,668603,0,0,0,0,0,0,0,0,5001600US5505,792
"District 5, Wisconsin",2009,598981,0,4191841,0,0,0,0,0,0,99999,0,5001600US5505,793
"District 5, Wisconsin",2010,0,0,2660516,0,0,0,0,0,0,0,0,5001600US5505,794
"District 5, Wisconsin",2011,669996,0,100000,0,150000,0,150000,0,0,0,0,5001600US5505,795
"District 5, Wisconsin",2012,0,0,772663,0,0,0,0,0,0,0,0,5001600US5505,796
"District 5, Wisconsin",2013,0,0,2825248,0,155000,0,0,0,0,0,0,5001600US5505,797
"District 5, Wisconsin",2014,0,0,224425,0,0,0,150000,0,0,0,0,5001600US5505,798
"District 5, Wisconsin",2015,0,0,2750660,0,0,0,0,0,0,0,0,5001600US5505,799
"District 5, Wisconsin",2016,0,0,0,0,150000,0,946273,0,0,0,0,5001600US5505,800
"District 5, Wisconsin",2017,149911,0,2881748,0,155000,0,224906,0,0,0,0,5001600US5505,801
"District 5, Wisconsin",2018,274952,0,1160280,0,1857888.04,0,1601855,0,0,0,0,5001600US5505,802
"District 1, Wisconsin",2008,149983,0,1375793,0,0,84530,0,0,0,0,0,5001600US5501,803
"District 1, Wisconsin",2009,0,0,0,0,0,80608,0,0,0,0,0,5001600US5501,804
"District 1, Wisconsin",2010,819874,0,0,0,0,0,0,0,0,0,0,5001600US5501,805
"District 1, Wisconsin",2011,0,0,0,0,0,0,0,0,0,0,0,5001600US5501,806
"District 1, Wisconsin",2012,0,0,0,0,0,0,138233,0,0,0,0,5001600US5501,807
"District 1, Wisconsin",2013,0,0,0,0,0,0,0,0,0,0,0,5001600US5501,808
"District 1, Wisconsin",2014,0,0,0,0,0,0,0,0,0,0,0,5001600US5501,809
"District 1, Wisconsin",2015,0,0,250000,0,0,0,148299,0,0,0,0,5001600US5501,810
"District 1, Wisconsin",2016,0,0,0,0,0,0,224999,0,0,0,0,5001600US5501,811
"District 1, Wisconsin",2017,0,0,0,0,0,0,0,0,0,0,0,5001600US5501,812
"District 1, Wisconsin",2018,0,0,510689,0,0,0,225000,0,0,0,0,5001600US5501,813
"District 5, Pennsylvania",2008,6255082,0,1377429,0,0,599981,0,0,0,0,0,5001600US4205,814
"District 5, Pennsylvania",2009,4342075,0,1785661,0,0,0,100000,0,0,0,0,5001600US4205,815
"District 5, Pennsylvania",2010,4307158,0,213508,0,0,0,150000,0,0,0,0,5001600US4205,816
"District 5, Pennsylvania",2011,2409059,0,911665,0,0,0,0,0,0,749997.5,0,5001600US4205,817
"District 5, Pennsylvania",2012,2414658,0,3786925,0,0,0,149999,0,0,0,0,5001600US4205,818
"District 5, Pennsylvania",2013,3279888,0,699999,0,0,0,799116,0,0,0,90000,5001600US4205,819
"District 5, Pennsylvania",2014,1229051,0,525000,0,0,0,750000,0,0,0,94870.51,5001600US4205,820
"District 5, Pennsylvania",2015,3864997,0,687206,0,0,0,680500,0,0,0,399941,5001600US4205,821
"District 5, Pennsylvania",2016,247878,0,1646306,0,0,0,0,0,0,0,0,5001600US4205,822
"District 5, Pennsylvania",2017,3950515,0,1640112,0,0,0,0,0,0,0,0,5001600US4205,823
"District 5, Pennsylvania",2018,1971462,0,2209738,0,300000,0,0,100000,0,0,0,5001600US4205,824
"District 9, Washington",2008,1162657,0,4835394,0,1002432,0,0,79935,0,0,0,5001600US5309,825
"District 9, Washington",2009,1760113,0,5789143,0,0,599502,0,0,0,0,0,5001600US5309,826
"District 9, Washington",2010,575431,0,3151130,99020,231696,0,669774,89378,0,0,0,5001600US5309,827
"District 9, Washington",2011,4084791,0,9763952,0,150000,99867,425679,0,0,0,0,5001600US5309,828
"District 9, Washington",2012,3352926,0,4864170,0,1146795,124960,149935,546587,0,0,0,5001600US5309,829
"District 9, Washington",2013,1413872,0,340071,0,0,248933,499999,0,0,0,0,5001600US5309,830
"District 9, Washington",2014,149946,0,786480,0,0,303742,0,0,0,0,0,5001600US5309,831
"District 9, Washington",2015,149956,0,5988193,0,999381,343096,0,0,0,0,0,5001600US5309,832
"District 9, Washington",2016,1274929,0,2643986,0,0,1108464,225000,0,0,0,0,5001600US5309,833
"District 9, Washington",2017,137847.38,0,4850701,0,0,734799,975000,0,99671,0,0,5001600US5309,834
"District 9, Washington",2018,0,0,6373999,0,299965,0,1305632,0,0,0,0,5001600US5309,835
"District 1, Ohio",2008,3348136,0,1931858,0,0,0,0,0,0,0,0,5001600US3901,836
"District 1, Ohio",2009,2026999,0,469495,0,0,0,0,0,0,0,0,5001600US3901,837
"District 1, Ohio",2010,2717118,0,669235,0,0,0,149873,0,0,0,0,5001600US3901,838
"District 1, Ohio",2011,2217459,0,997254,0,0,0,499995,0,0,0,0,5001600US3901,839
"District 1, Ohio",2012,4123455,0,198570,0,0,0,449569,0,0,0,0,5001600US3901,840
"District 1, Ohio",2013,1588028,0,0,0,0,0,149246,0,0,0,0,5001600US3901,841
"District 1, Ohio",2014,449279,0,2142282,0,0,0,0,0,0,0,0,5001600US3901,842
"District 1, Ohio",2015,1228583.82,0,1489893,0,0,0,703611,0,0,0,0,5001600US3901,843
"District 1, Ohio",2016,2563215,0,0,0,0,0,0,99714,99389,0,119998,5001600US3901,844
"District 1, Ohio",2017,4671531.06,0,3886236,0,0,0,0,0,0,0,0,5001600US3901,845
"District 1, Ohio",2018,349534,0,654565,0,0,0,0,0,0,0,0,5001600US3901,846
"District 2, Oregon",2008,1598997,0,196950,0,0,0,999771,0,0,0,0,5001600US4102,847
"District 2, Oregon",2009,1118798,0,0,0,0,0,150000,0,0,0,0,5001600US4102,848
"District 2, Oregon",2010,897517,0,2933769,0,0,0,0,0,0,0,0,5001600US4102,849
"District 2, Oregon",2011,0,0,0,0,449884,0,0,0,0,0,0,5001600US4102,850
"District 2, Oregon",2012,273696,0,480141,0,1000000,0,149972,0,80000,0,0,5001600US4102,851
"District 2, Oregon",2013,0,0,117198,0,0,0,0,0,0,0,0,5001600US4102,852
"District 2, Oregon",2014,79820,0,185858,0,0,104015,0,0,0,0,0,5001600US4102,853
"District 2, Oregon",2015,149998.61,0,0,0,0,0,225000,0,0,0,0,5001600US4102,854
"District 2, Oregon",2016,0,0,150000,0,0,0,0,0,0,0,0,5001600US4102,855
"District 2, Oregon",2017,298250,0,150000,0,0,0,0,0,0,0,0,5001600US4102,856
"District 2, Oregon",2018,749953,0,242883,0,0,0,0,0,0,0,0,5001600US4102,857
"District 2, Arizona",2008,6733652,0,1252268,0,1249942,599622,499094,80000,140000,0,0,5001600US0402,858
"District 2, Arizona",2009,10738992,0,2841052,0,1799898,499601,800000,80000,570000,0,0,5001600US0402,859
"District 2, Arizona",2010,6555166,0,938587,0,1594444,1998448,299979,0,0,150000,0,5001600US0402,860
"District 2, Arizona",2011,4670380,0,2392020,0,1999808,4598031,150000,0,0,749287,0,5001600US0402,861
"District 2, Arizona",2012,7899668,0,0,0,0,0,500000,0,0,0,0,5001600US0402,862
"District 2, Arizona",2013,9188643,0,567769,0,0,449393,674814,0,0,0,0,5001600US0402,863
"District 2, Arizona",2014,4931311,0,1160635,0,150000,1839048,674961,0,99693,0,0,5001600US0402,864
"District 2, Arizona",2015,14189712,0,2113119,0,449926,374040,975000,100000,0,0,0,5001600US0402,865
"District 2, Arizona",2016,5162338,0,1322448,0,447392,250000,599955,599845,0,0,0,5001600US0402,866
"District 2, Arizona",2017,13732380.96,0,299999,0,2602370,1104269,449880,0,0,0,0,5001600US0402,867
"District 2, Arizona",2018,6223474.63,0,2738888,0,749989.8,0,729492,0,0,0,0,5001600US0402,868
"District 3, Tennessee",2008,269965,0,173327,0,1789316,0,99999,0,0,0,0,5001600US4703,869
"District 3, Tennessee",2009,2212455,0,395292,0,2548370,0,99999,80000,0,0,0,5001600US4703,870
"District 3, Tennessee",2010,469506,0,399675,0,1299593,0,299259,0,0,0,0,5001600US4703,871
"District 3, Tennessee",2011,1746667,0,150000,0,1000000,0,149961,0,0,0,0,5001600US4703,872
"District 3, Tennessee",2012,2358359,0,977204,0,128019,0,0,0,0,0,0,5001600US4703,873
"District 3, Tennessee",2013,100000,0,3361054,0,0,0,148138,0,0,0,0,5001600US4703,874
"District 3, Tennessee",2014,99999,0,0,0,0,0,649434,0,0,0,0,5001600US4703,875
"District 3, Tennessee",2015,1109962,0,0,0,0,0,0,0,0,0,0,5001600US4703,876
"District 3, Tennessee",2016,144999,0,0,0,150000,0,750000,0,0,0,0,5001600US4703,877
"District 3, Tennessee",2017,2384721.1,0,0,0,1150000,0,0,0,0,0,0,5001600US4703,878
"District 3, Tennessee",2018,224991,0,0,0,449693.66,0,0,0,0,0,0,5001600US4703,879
"District 2, Georgia",2008,0,0,0,0,0,0,0,0,0,0,0,5001600US1302,880
"District 2, Georgia",2009,0,0,0,0,0,0,0,0,0,0,0,5001600US1302,881
"District 2, Georgia",2010,0,0,0,0,0,0,0,0,0,0,0,5001600US1302,882
"District 2, Georgia",2011,0,0,0,0,0,0,0,0,0,0,0,5001600US1302,883
"District 2, Georgia",2012,0,0,0,0,0,0,0,0,0,0,0,5001600US1302,884
"District 2, Georgia",2013,99972,0,0,0,0,0,0,0,0,0,0,5001600US1302,885
"District 2, Georgia",2014,999948,0,0,0,0,0,0,0,0,0,0,5001600US1302,886
