GEOID,distr_name,total_worker_pop,info,finance_realest,prof_sci_mgmt_adm,edu_health,arts_ent_food_rec,otherserv,public_admin,agro,construct,manufact,wholesale,retail,transport_util
5001600US2504,"Congressional District 4 (116th Congress), Massachusetts",397443,9283,34784,57241,112840,28266,15826,14949,1027,20378,36403,11411,41597,13438
5001600US2505,"Congressional District 5 (116th Congress), Massachusetts",420970,13085,33519,77708,123317,32247,19446,14520,709,18410,32167,7359,36100,12383
5001600US2506,"Congressional District 6 (116th Congress), Massachusetts",406279,9827,29167,60184,104967,35858,18699,16774,1318,24220,39161,9485,41981,14638
5001600US2507,"Congressional District 7 (116th Congress), Massachusetts",434624,10631,32056,71005,136052,47263,20473,14918,503,16934,23108,7735,36960,16986
5001600US2508,"Congressional District 8 (116th Congress), Massachusetts",419084,9794,43974,63556,114063,36405,18328,16925,955,23968,23937,8866,41393,16920
5001600US2509,"Congressional District 9 (116th Congress), Massachusetts",367339,6626,23706,38967,92847,37410,17943,16753,3567,33857,26964,9484,45059,14156
5001600US2601,"Congressional District 1 (116th Congress), Michigan",301939,4609,14103,20758,72834,37861,14467,14817,8380,21624,34831,5594,39378,12683
5001600US2602,"Congressional District 2 (116th Congress), Michigan",354096,4282,15420,27911,75070,30644,17943,9198,6674,19382,84699,11053,38141,13679
5001600US2603,"Congressional District 3 (116th Congress), Michigan",358805,5335,20192,33123,82386,31188,17174,10729,5868,18429,69706,11272,39782,13621
5001600US2604,"Congressional District 4 (116th Congress), Michigan",304594,3739,14414,20120,74793,29514,14408,13168,8199,21529,50406,6260,35326,12718
5001600US2605,"Congressional District 5 (116th Congress), Michigan",282733,3953,12829,21977,71145,27909,14119,9367,2025,15621,46655,5900,37775,13458
5001600US2606,"Congressional District 6 (116th Congress), Michigan",342811,4164,16669,26362,78657,32320,16111,8983,6960,18549,76603,7916,35683,13834
5001600US2607,"Congressional District 7 (116th Congress), Michigan",323265,4032,14406,25270,77630,24849,16048,13776,4846,18351,63970,6619,35753,17715
5001600US2608,"Congressional District 8 (116th Congress), Michigan",366338,5903,24521,40984,87723,35059,15624,15254,1676,17619,62803,9522,37781,11869
5001600US2609,"Congressional District 9 (116th Congress), Michigan",357318,6189,24066,43093,75986,34370,16404,11624,632,14804,69312,9260,37535,14043
5001600US2610,"Congressional District 10 (116th Congress), Michigan",341003,4101,17534,27390,71467,27223,15644,13269,5365,23686,76902,7365,38152,12905
5001600US2611,"Congressional District 11 (116th Congress), Michigan",374501,6940,27061,51003,80711,31489,15385,9728,676,17060,76520,10337,35484,12107
5001600US2612,"Congressional District 12 (116th Congress), Michigan",340102,5583,15357,34470,99303,34075,14347,9226,1223,12226,53195,6584,36085,18428
5001600US2613,"Congressional District 13 (116th Congress), Michigan",260444,3605,13505,27085,58316,29526,12777,8401,1094,11642,42698,6010,28414,17371
5001600US2614,"Congressional District 14 (116th Congress), Michigan",290538,5926,19562,35933,71130,31455,13226,9755,647,9586,45174,5512,29339,13293
5001600US26ZZ,"Congressional Districts not defined (116th Congress), Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001600US2701,"Congressional District 1 (116th Congress), Minnesota",354534,5691,14137,19746,108278,25155,14456,10568,15854,22128,56679,8966,38837,14039
5001600US2702,"Congressional District 2 (116th Congress), Minnesota",385076,8435,33249,40531,86018,32493,16540,14669,5312,21372,49355,12123,42297,22682
5001600US2703,"Congressional District 3 (116th Congress), Minnesota",388291,7309,42722,54100,83875,27968,16016,8778,1880,16592,56065,13517,44805,14664
5001600US2704,"Congressional District 4 (116th Congress), Minnesota",367869,7614,28664,41496,100603,32246,16934,16717,1675,14931,45111,9780,36839,15259
5001600US2705,"Congressional District 5 (116th Congress), Minnesota",399108,8775,32896,59140,102797,43689,17686,10764,1544,14521,40287,9547,41708,15754
5001600US2706,"Congressional District 6 (116th Congress), Minnesota",383703,4897,25909,33703,88907,27885,17465,12647,4797,31439,60335,11893,44202,19624
5001600US2707,"Congressional District 7 (116th Congress), Minnesota",335865,4261,14966,17557,84944,23140,14678,11700,22632,25535,51174,11625,37591,16062
5001600US2708,"Congressional District 8 (116th Congress), Minnesota",317012,3590,15693,20800,84591,32859,13717,15755,9250,26893,33919,6678,37102,16165
5001600US2801,"Congressional District 1 (116th Congress), Mississippi",328691,3841,14532,20846,75501,25866,14750,12681,5376,20192,60510,9095,39779,25722
5001600US2802,"Congressional District 2 (116th Congress), Mississippi",265041,3432,9926,16972,69149,25563,12566,17916,8416,15368,33789,6604,30161,15179
5001600US2803,"Congressional District 3 (116th Congress), Mississippi",318393,4486,17510,24351,86571,25608,16382,17799,10796,21275,34252,7819,35065,16479
5001600US2804,"Congressional District 4 (116th Congress), Mississippi",316412,3523,14534,22127,72588,42150,14286,18097,8677,24945,34919,6338,38202,16026
5001600US2901,"Congressional District 1 (116th Congress), Missouri",355819,8167,25880,41251,98271,39510,16531,13325,1237,12855,33743,8260,37022,19767
5001600US2902,"Congressional District 2 (116th Congress), Missouri",394261,9255,42259,51797,95138,33029,18832,10063,2214,20399,41485,13935,42569,13286
5001600US2903,"Congressional District 3 (116th Congress), Missouri",387451,7329,28034,32876,79984,33987,17978,21145,4946,32281,51699,10870,47460,18862
5001600US2904,"Congressional District 4 (116th Congress), Missouri",340933,5633,20784,24950,88529,29015,16793,17413,9697,23577,37363,7537,42252,17390
5001600US2905,"Congressional District 5 (116th Congress), Missouri",377658,8672,27300,46758,84315,37154,17821,16509,2819,23664,35515,9666,44008,23457
5001600US2906,"Congressional District 6 (116th Congress), Missouri",371010,7282,22986,32602,87133,28853,16151,18968,10329,23452,47604,10541,42455,22654
5001600US2907,"Congressional District 7 (116th Congress), Missouri",357428,6495,19010,31054,83074,39064,19261,10277,6224,23173,42339,9753,48070,19634
5001600US2908,"Congressional District 8 (116th Congress), Missouri",303534,3598,13146,17884,81804,23208,14394,14354,11982,22279,40777,7030,36542,16536
5001600US3000,"Congressional District (at Large) (116th Congress), Montana",507249,8722,27939,42671,118555,56889,25365,30418,34417,41436,23909,11816,59466,25646
5001600US3101,"Congressional District 1 (116th Congress), Nebraska",337962,5995,23723,29151,84272,26325,14940,18129,10456,23132,38633,8919,36995,17292
5001600US3102,"Congressional District 2 (116th Congress), Nebraska",346906,8038,36741,41955,83881,29081,14855,10512,2413,23844,27447,9421,40031,18687
5001600US3103,"Congressional District 3 (116th Congress), Nebraska",308968,4570,14016,14728,72719,21262,13806,11736,30348,21125,36957,9692,36995,21014
5001600US3201,"Congressional District 1 (116th Congress), Nevada",319581,4145,14490,36916,36169,106948,16486,5977,772,23842,10674,4360,40422,18380
5001600US3202,"Congressional District 2 (116th Congress), Nevada",341990,5282,16877,33807,62049,53780,15515,20016,15154,24902,25277,10068,40240,19023
5001600US3203,"Congressional District 3 (116th Congress), Nevada",390349,6892,28523,44948,65947,106782,15503,14445,1166,18116,13455,7701,44063,22808
5001600US3204,"Congressional District 4 (116th Congress), Nevada",318683,5047,17684,35571,53703,72195,15638,17630,4419,25181,10906,6374,37099,17236
5001600US3301,"Congressional District 1 (116th Congress), New Hampshire",370407,8292,26983,42165,85892,34292,15609,13884,2196,24266,45039,10115,47125,14549
5001600US3302,"Congressional District 2 (116th Congress), New Hampshire",353610,6841,19367,36502,92609,28640,15880,14543,3620,25666,44785,10013,43024,12120
5001600US3401,"Congressional District 1 (116th Congress), New Jersey",357859,7302,25940,42421,96128,30048,14584,17005,821,19760,26475,12707,42921,21747
5001600US3402,"Congressional District 2 (116th Congress), New Jersey",331780,4420,16772,28931,82997,47897,14608,19723,5015,23705,23383,9625,37617,17087
5001600US3403,"Congressional District 3 (116th Congress), New Jersey",356324,7962,26006,40305,91951,27517,15060,24056,1117,22386,23070,11288,45869,19737
5001600US3404,"Congressional District 4 (116th Congress), New Jersey",347543,10077,31874,43749,88376,28257,14853,18111,803,24006,21587,10530,38998,16322
5001600US3405,"Congressional District 5 (116th Congress), New Jersey",379033,11831,34776,51761,96539,26848,16380,11679,1486,21309,30660,14842,42713,18209
5001600US3406,"Congressional District 6 (116th Congress), New Jersey",361842,10664,30893,54371,78577,27718,14909,13078,592,20498,29387,12532,40559,28064
5001600US3407,"Congressional District 7 (116th Congress), New Jersey",385413,14791,42180,58676,85079,26953,15388,12498,1579,18887,41663,13675,39016,15028
5001600US3408,"Congressional District 8 (116th Congress), New Jersey",398962,11663,37597,58103,70240,36383,19484,11379,375,29569,33426,15003,41745,33995
5001600US3409,"Congressional District 9 (116th Congress), New Jersey",366162,9448,26888,43620,81301,27394,20754,11325,298,21457,40261,15205,43252,24959
5001600US3410,"Congressional District 10 (116th Congress), New Jersey",349258,9410,24619,42757,92648,28621,16463,15345,291,15303,21336,8851,37792,35822
5001600US3411,"Congressional District 11 (116th Congress), New Jersey",385964,13390,40606,61960,93807,26766,16571,13982,704,18669,34718,12924,37400,14467
5001600US3412,"Congressional District 12 (116th Congress), New Jersey",370462,11411,33124,59215,87956,25768,15345,16477,979,19307,33883,12177,35477,19343
5001600US3501,"Congressional District 1 (116th Congress), New Mexico",319761,6494,17241,46855,82685,36440,17616,20332,3381,22143,13554,6810,35603,10607
5001600US3502,"Congressional District 2 (116th Congress), New Mexico",274573,3089,11353,22014,70021,31037,12840,20803,20654,20225,11225,5715,30992,14605
5001600US3503,"Congressional District 3 (116th Congress), New Mexico",288401,3883,13640,33648,70267,33903,14595,24419,12279,19080,10763,4573,35250,12101
5001600US3601,"Congressional District 1 (116th Congress), New York",353117,9214,22510,42489,97190,25190,15737,19272,2437,29083,20241,11059,40729,17966
5001600US3602,"Congressional District 2 (116th Congress), New York",369805,10086,25665,39697,98625,26932,15480,18764,626,25510,29269,12208,42619,24324
5001600US3603,"Congressional District 3 (116th Congress), New York",351960,11363,41018,50957,94679,23964,14662,12865,771,19438,18987,12450,34927,15879
5001600US3604,"Congressional District 4 (116th Congress), New York",366733,10221,35558,46066,106484,26952,17011,18277,442,21147,15305,11223,37337,20710
5001600US3605,"Congressional District 5 (116th Congress), New York",368165,7190,23373,32717,115756,28976,18720,21644,280,23683,10820,6487,38192,40327
5001600US3606,"Congressional District 6 (116th Congress), New York",357361,8916,34370,41207,85259,40729,27148,13481,402,23003,13460,10429,34387,24570
5001600US3607,"Congressional District 7 (116th Congress), New York",349854,18438,26413,54779,73436,50349,19528,9304,551,20257,16288,7678,35221,17612
5001600US3608,"Congressional District 8 (116th Congress), New York",350455,12861,23394,43806,110142,31677,16788,17547,531,15929,9688,5693,32891,29508
5001600US3609,"Congressional District 9 (116th Congress), New York",350076,14874,25774,47204,116137,29160,19068,14372,145,15225,8050,6655,29663,23749
5001600US3610,"Congressional District 10 (116th Congress), New York",383006,22309,60806,75721,88146,37097,15276,8495,457,12869,12324,9988,28102,11416
5001600US3611,"Congressional District 11 (116th Congress), New York",329452,8315,31636,37182,95894,26031,14337,18706,266,23424,10215,7766,32493,23187
5001600US3612,"Congressional District 12 (116th Congress), New York",442346,33364,82184,104235,85137,37786,17600,11111,185,8343,13592,10617,28918,9274
5001600US3613,"Congressional District 13 (116th Congress), New York",361762,12374,26515,42440,101800,57049,23548,10719,127,13839,11854,6087,36678,18732
5001600US3614,"Congressional District 14 (116th Congress), New York",347876,9190,22161,37374,76579,53059,23082,11719,512,29160,14597,6700,34560,29183
5001600US3615,"Congressional District 15 (116th Congress), New York",282979,3641,16208,24565,86477,39248,17116,7956,286,13947,9377,5283,35102,23773
5001600US3616,"Congressional District 16 (116th Congress), New York",351841,9637,31818,41511,114392,29712,18510,15107,525,20457,11107,7511,32416,19138
5001600US3617,"Congressional District 17 (116th Congress), New York",360313,10931,30941,50344,103727,31861,20027,15155,655,22932,16742,9232,34153,13613
5001600US3618,"Congressional District 18 (116th Congress), New York",345611,9291,23549,37628,93215,28814,15657,20282,2025,22790,21510,9367,42673,18810
5001600US3619,"Congressional District 19 (116th Congress), New York",331149,6171,17620,27857,94088,31246,15645,19809,6681,26094,24380,7233,38434,15891
5001600US3620,"Congressional District 20 (116th Congress), New York",366724,7304,25368,41416,98913,31696,16772,37795,1356,17535,26028,7682,40092,14767
5001600US3621,"Congressional District 21 (116th Congress), New York",312372,4476,12679,22293,87306,31002,13852,24459,7312,22091,28503,5149,40317,12933
5001600US3622,"Congressional District 22 (116th Congress), New York",318808,5052,17345,24061,94451,30161,14558,16881,5142,18316,34928,6989,36923,14001
5001600US3623,"Congressional District 23 (116th Congress), New York",314196,4049,10761,21547,95451,29379,14978,13795,8688,18536,44506,5119,35551,11836
5001600US3624,"Congressional District 24 (116th Congress), New York",333886,6587,19756,29981,98932,28775,15152,13818,4449,18660,32578,9411,38943,16844
5001600US3625,"Congressional District 25 (116th Congress), New York",352682,8922,19166,42331,112848,29459,15201,9908,1143,14175,39953,7650,39625,12301
5001600US3626,"Congressional District 26 (116th Congress), New York",338470,6083,27892,32986,96118,35547,14693,14475,705,13768,33189,8340,39053,15621
5001600US3627,"Congressional District 27 (116th Congress), New York",354024,4756,22276,30564,91185,30819,16131,17933,7037,22790,46652,9160,39925,14796
5001600US3701,"Congressional District 1 (116th Congress), North Carolina",334252,5112,14961,31379,95769,31048,16616,16249,5370,20340,42621,7090,35027,12670
5001600US3702,"Congressional District 2 (116th Congress), North Carolina",387339,8931,24927,51688,83872,31872,17535,21966,4439,27947,42658,10873,44650,15981
5001600US3703,"Congressional District 3 (116th Congress), North Carolina",304559,4065,14538,24737,71810,33164,16521,24633,7446,23378,28374,5961,37231,12701
5001600US3704,"Congressional District 4 (116th Congress), North Carolina",453599,12316,34586,84139,109610,43303,20091,20680,1535,23591,35198,10087,42932,15531
5001600US3705,"Congressional District 5 (116th Congress), North Carolina",335604,4430,18994,30673,84278,30293,16568,10697,4984,23728,47345,7984,40930,14700
5001600US3706,"Congressional District 6 (116th Congress), North Carolina",350840,4714,16680,30317,82638,28376,17681,13171,4384,25781,60544,8926,40832,16796
5001600US3707,"Congressional District 7 (116th Congress), North Carolina",341221,5340,17095,31141,75888,36369,16981,15070,10481,28574,35637,7662,45168,15815
5001600US3708,"Congressional District 8 (116th Congress), North Carolina",330427,5022,18557,27823,81006,32490,17996,21562,4190,21937,36367,7710,40613,15154
5001600US3709,"Congressional District 9 (116th Congress), North Carolina",344101,6668,33347,34883,76223,27889,17125,12765,5040,23492,41726,9516,40544,14883
5001600US3710,"Congressional District 10 (116th Congress), North Carolina",343281,4677,16116,30213,72043,33333,17481,11673,2756,20342,63004,9625,43584,18434
5001600US3711,"Congressional District 11 (116th Congress), North Carolina",328914,4644,14055,25511,79785,36362,16726,12992,5301,26260,49914,7099,39071,11194
5001600US3712,"Congressional District 12 (116th Congress), North Carolina",449510,11513,56088,62351,80845,48338,20766,9501,1220,30317,36822,13577,50347,27825
5001600US3713,"Congressional District 13 (116th Congress), North Carolina",362175,4618,20933,34477,78759,34443,18545,9854,2725,20557,58804,11901,46790,19769
5001600US3800,"Congressional District (at Large) (116th Congress), North Dakota",400841,5326,22777,26997,100705,32030,17129,19328,37800,29387,27490,14337,44853,22682
5001600US3901,"Congressional District 1 (116th Congress), Ohio",354929,5988,26604,44253,86580,32643,14909,11966,1007,17720,45489,9996,39505,18269
5001600US3902,"Congressional District 2 (116th Congress), Ohio",349478,5898,26485,40685,81375,30668,15420,11724,2664,19415,47801,8912,42525,15906
5001600US3903,"Congressional District 3 (116th Congress), Ohio",390079,8058,35220,45516,91553,40786,16742,16179,937,16667,30101,9878,50829,27613
5001600US3904,"Congressional District 4 (116th Congress), Ohio",333508,3898,12681,22441,73130,26525,15019,11770,5913,17767,84488,8144,34857,16875
5001600US3905,"Congressional District 5 (116th Congress), Ohio",363164,4403,14746,26896,86595,31202,14830,10519,6143,19099,81037,9119,39792,18783
5001600US3906,"Congressional District 6 (116th Congress), Ohio",297884,3907,11370,19663,77498,23911,13986,10517,9426,20713,43350,6653,37377,19513
5001600US3907,"Congressional District 7 (116th Congress), Ohio",344761,4981,16553,25376,76927,29599,16117,10627,7747,23568,68345,9587,37718,17616
5001600US3908,"Congressional District 8 (116th Congress), Ohio",348299,4439,19639,30966,77251,31740,14995,11453,4114,18865,68403,9671,40387,16376
5001600US3909,"Congressional District 9 (116th Congress), Ohio",329066,5933,17283,30315,75779,39261,14833,12877,1611,16891,50303,8610,37732,17638
5001600US3910,"Congressional District 10 (116th Congress), Ohio",332140,6340,18750,35629,85662,31725,14535,20310,1728,15227,42687,7160,38296,14091
5001600US3911,"Congressional District 11 (116th Congress), Ohio",297636,5011,21046,31367,88965,31913,13698,11312,607,10051,34279,6724,29454,13209
5001600US3912,"Congressional District 12 (116th Congress), Ohio",388860,8362,41447,44873,92889,34091,16190,16840,3152,17881,41043,11379,44662,16051
5001600US3913,"Congressional District 13 (116th Congress), Ohio",332478,5141,14752,28788,79960,34015,15845,11249,1558,17555,53664,8627,44334,16990
5001600US3914,"Congressional District 14 (116th Congress), Ohio",356761,5779,27188,37000,84685,27717,16248,10856,2669,19751,64437,11430,36223,12778
5001600US3915,"Congressional District 15 (116th Congress), Ohio",362633,6773,27682,34741,94508,29009,14251,18976,3621,21685,38034,11056,41262,21035
5001600US3916,"Congressional District 16 (116th Congress), Ohio",367901,6224,25692,36413,85154,31451,17102,11539,3663,20258,57861,11424,43685,17435
5001600US4001,"Congressional District 1 (116th Congress), Oklahoma",383924,9742,24851,39722,82471,36861,21006,12108,9384,26001,46129,11774,42574,21301
5001600US4002,"Congressional District 2 (116th Congress), Oklahoma",293648,3361,12684,17593,69681,28571,13727,18913,13896,21752,36547,6666,32378,17879
5001600US4003,"Congressional District 3 (116th Congress), Oklahoma",345887,5438,15927,22265,75051,30869,18314,21874,30866,24600,31496,8630,40235,20322
5001600US4004,"Congressional District 4 (116th Congress), Oklahoma",357868,5136,19123,29003,84718,33332,18426,30808,17013,23177,29075,8034,43279,16744
5001600US4005,"Congressional District 5 (116th Congress), Oklahoma",380001,6205,24891,39463,82831,38955,20891,24504,13899,30806,26432,10347,45335,15442
5001600US4101,"Congressional District 1 (116th Congress), Oregon",420736,8593,28375,54800,84546,35481,16823,15332,8837,24081,68173,13007,45905,16783
5001600US4102,"Congressional District 2 (116th Congress), Oregon",348351,5911,14961,29144,78044,37675,17351,18195,21529,23895,33399,7454,45049,15744
5001600US4103,"Congressional District 3 (116th Congress), Oregon",441799,9655,25944,58619,104670,49267,22922,15615,4553,23603,42171,14507,48172,22101
5001600US4104,"Congressional District 4 (116th Congress), Oregon",344471,5135,15742,30077,92165,35346,16483,15581,12599,19653,36649,8398,42790,13853
5001600US4105,"Congressional District 5 (116th Congress), Oregon",379286,5442,21876,38918,83999,33383,17897,23439,15089,26499,40366,11691,44659,16028
5001600US4201,"Congressional District 1 (116th Congress), Pennsylvania",375586,7992,28777,49069,89227,28713,15475,11380,1925,24397,45495,13165,44948,15023
5001600US4202,"Congressional District 2 (116th Congress), Pennsylvania",308350,4831,16408,30158,84109,26837,17042,19575,976,18820,24972,8865,34955,20802
5001600US4203,"Congressional District 3 (116th Congress), Pennsylvania",329006,8066,22794,47027,112889,32490,13387,18739,836,7536,15423,4683,27923,17213
5001600US4204,"Congressional District 4 (116th Congress), Pennsylvania",380342,8760,36698,57701,95334,27394,17778,9653,1007,21115,43053,10719,37832,13298
5001600US4205,"Congressional District 5 (116th Congress), Pennsylvania",344136,6384,27945,42584,100530,31128,17527,12924,1101,17069,24918,8148,34325,19553
5001600US4206,"Congressional District 6 (116th Congress), Pennsylvania",366551,7058,33308,50936,83826,28460,15122,8409,8497,19684,47675,10823,38170,14583
5001600US4207,"Congressional District 7 (116th Congress), Pennsylvania",352988,6416,19793,34329,88012,31701,15465,10314,2132,19035,48804,12102,41904,22981
5001600US4208,"Congressional District 8 (116th Congress), Pennsylvania",321180,5180,19771,26313,78711,31619,14482,15512,2700,18896,35816,9093,42442,20645
5001600US4209,"Congressional District 9 (116th Congress), Pennsylvania",332990,4504,14137,24392,83347,25367,15047,12890,5978,20525,55509,9586,40984,20724
5001600US4210,"Congressional District 10 (116th Congress), Pennsylvania",363296,5250,25067,38188,85331,29054,17645,28294,2270,18112,37231,10375,42517,23962
5001600US4211,"Congressional District 11 (116th Congress), Pennsylvania",367428,4737,18066,29921,82209,29483,19020,10900,8545,30043,60299,12554,43431,18220
5001600US4212,"Congressional District 12 (116th Congress), Pennsylvania",321086,4053,12641,21390,87379,25114,14696,13559,10575,22177,46079,7745,37537,18141
5001600US4213,"Congressional District 13 (116th Congress), Pennsylvania",322888,4145,13644,23229,75948,26072,16074,16653,8720,23172,45563,9431,39844,20393
5001600US4214,"Congressional District 14 (116th Congress), Pennsylvania",323089,4545,16410,27940,79943,27508,15889,10614,8498,22353,39530,9439,39967,20453
5001600US4215,"Congressional District 15 (116th Congress), Pennsylvania",306685,3221,11669,18302,84939,21798,15642,13978,9402,20316,46506,5866,36000,19046
5001600US4216,"Congressional District 16 (116th Congress), Pennsylvania",319519,4386,17888,23858,83736,30254,15750,11577,4780,18238,51072,7841,36261,13878
5001600US4217,"Congressional District 17 (116th Congress), Pennsylvania",365747,6528,33231,47454,90841,29531,16230,10286,3297,19113,35299,10802,41008,22127
5001600US4218,"Congressional District 18 (116th Congress), Pennsylvania",351131,6748,29341,43485,103855,33953,16477,11853,2407,16962,24717,7950,37453,15930
5001600US4401,"Congressional District 1 (116th Congress), Rhode Island",260272,4316,17611,26144,72758,27149,11896,9365,1234,13865,27291,6220,32229,10194
5001600US4402,"Congressional District 2 (116th Congress), Rhode Island",267700,4534,18523,26970,71571,28446,11671,11517,1385,14990,29669,6665,31858,9901
5001600US4501,"Congressional District 1 (116th Congress), South Carolina",370505,7821,22724,52047,80810,42992,18182,19486,1886,25943,31331,7768,42653,16862
5001600US4502,"Congressional District 2 (116th Congress), South Carolina",332992,5839,24181,33264,75347,28771,17774,22882,2971,22722,33685,8457,39191,17908
5001600US4503,"Congressional District 3 (116th Congress), South Carolina",295865,3843,12158,24001,67362,24008,15147,8922,3825,19354,61913,7763,34123,13446
5001600US4504,"Congressional District 4 (116th Congress), South Carolina",341006,6830,18673,38719,71188,31777,18491,8858,1854,19447,62589,10982,37419,14179
5001600US4505,"Congressional District 5 (116th Congress), South Carolina",311866,5432,20703,28962,60626,24683,15679,13315,3046,19507,53873,10236,37081,18723
5001600US4506,"Congressional District 6 (116th Congress), South Carolina",275365,4791,12781,24513,63760,30922,13435,16373,3899,20376,28696,5041,35074,15704
5001600US4507,"Congressional District 7 (116th Congress), South Carolina",299708,4046,17143,24525,63108,42916,14448,10975,4546,20723,32781,6587,44473,13437
5001600US4600,"Congressional District (at Large) (116th Congress), South Dakota",442773,6524,31914,27637,107772,39830,19596,20303,29129,32118,45662,12908,50581,18799
5001600US4701,"Congressional District 1 (116th Congress), Tennessee",304350,4235,14488,23111,70694,37072,13795,10671,3316,19930,48135,5955,39793,13155
5001600US4702,"Congressional District 2 (116th Congress), Tennessee",348784,7186,20374,40273,84308,34754,15345,11554,3318,21390,35960,10005,46067,18250
5001600US4703,"Congressional District 3 (116th Congress), Tennessee",318793,4045,20529,31889,69438,28388,15761,11234,2437,21639,48520,6410,38007,20496
5001600US4704,"Congressional District 4 (116th Congress), Tennessee",363421,6762,20718,29461,76052,30609,16919,13975,5162,24858,64842,8185,44687,21191
5001600US4705,"Congressional District 5 (116th Congress), Tennessee",410205,11642,29229,51624,97367,49227,20354,16508,1174,26765,32764,9856,44067,19628
5001600US4706,"Congressional District 6 (116th Congress), Tennessee",346240,5440,19293,29874,72048,29940,17432,14961,5943,25020,51023,11395,42452,21419
5001600US4707,"Congressional District 7 (116th Congress), Tennessee",324113,5884,19596,31734,75102,27838,15635,17155,4116,21692,45516,6826,36835,16184
5001600US4708,"Congressional District 8 (116th Congress), Tennessee",315127,3622,17780,26143,75745,23153,15933,16325,4233,16865,45269,10013,36892,23154
5001600US4709,"Congressional District 9 (116th Congress), Tennessee",316776,4584,14329,32510,68701,33025,15899,14408,659,15671,26880,10091,36081,43938
5001600US4801,"Congressional District 1 (116th Congress), Texas",303248,4444,13383,23703,76867,26842,17293,10427,17085,22910,30191,7697,37833,14573
5001600US4802,"Congressional District 2 (116th Congress), Texas",406752,6001,28202,57988,77539,32412,20596,9425,19177,30937,43244,16152,37963,27116
5001600US4803,"Congressional District 3 (116th Congress), Texas",440421,17873,51556,77725,88133,36431,19235,10378,3774,21382,37650,12759,50111,13414
5001600US4804,"Congressional District 4 (116th Congress), Texas",323383,4452,18103,26506,74288,23708,15527,16218,9121,27246,40499,9300,41243,17172
5001600US4805,"Congressional District 5 (116th Congress), Texas",329526,6430,19696,36299,68393,28277,17126,12305,8122,34244,29371,8287,41095,19881
5001600US4806,"Congressional District 6 (116th Congress), Texas",388299,6960,28879,37224,87234,33399,19953,14488,4821,24832,42362,13591,45525,29031
5001600US4807,"Congressional District 7 (116th Congress), Texas",403248,5687,33840,64840,77895,35548,22025,7647,20470,25684,33955,16162,39380,20115
5001600US4808,"Congressional District 8 (116th Congress), Texas",374740,4926,20308,42118,72753,30302,21147,16698,21437,33513,34112,13369,41037,23020
5001600US4809,"Congressional District 9 (116th Congress), Texas",378381,4432,20301,45573,84771,39193,26090,11740,6202,36559,23793,9076,46912,23739
5001600US4810,"Congressional District 10 (116th Congress), Texas",421341,9234,28118,57481,85542,33887,19100,20128,14531,32533,40387,13811,46853,19736
5001600US4811,"Congressional District 11 (116th Congress), Texas",345821,4187,16763,25380,69592,27108,19848,13625,45347,29229,23280,9537,41550,20375
5001600US4812,"Congressional District 12 (116th Congress), Texas",387549,5843,26354,39936,80504,33945,20579,16154,9367,29052,40339,11598,45053,28825
5001600US4813,"Congressional District 13 (116th Congress), Texas",321325,3783,15265,20876,70854,31098,18277,16254,23347,24180,32956,8689,37175,18571
5001600US4814,"Congressional District 14 (116th Congress), Texas",329511,3342,16309,33464,75539,30529,16692,14568,6448,36901,39641,6990,33055,16033
5001600US4815,"Congressional District 15 (116th Congress), Texas",309197,4455,14007,25749,84548,27756,16519,16167,11725,24607,17937,9196,40718,15813
5001600US4816,"Congressional District 16 (116th Congress), Texas",308664,5984,15846,33854,79472,31931,13263,23878,2623,16678,19438,8825,36337,20535
5001600US4817,"Congressional District 17 (116th Congress), Texas",364418,6251,20584,37054,94088,33851,18950,17888,10292,25656,34904,8627,40591,15682
5001600US4818,"Congressional District 18 (116th Congress), Texas",358957,5111,18788,47144,66064,31810,20262,9989,10000,38318,31261,12004,38975,29231
5001600US4819,"Congressional District 19 (116th Congress), Texas",326497,4447,17970,21124,86875,30868,17497,15535,24214,23478,19185,9559,38489,17256
5001600US4820,"Congressional District 20 (116th Congress), Texas",369592,5905,35377,40505,87249,46003,17248,16281,3801,31473,19696,6451,43917,15686
5001600US4821,"Congressional District 21 (116th Congress), Texas",409076,11448,33228,61554,90856,44904,21078,19420,7169,26629,23530,10109,44766,14385
5001600US4822,"Congressional District 22 (116th Congress), Texas",424102,6855,28431,55706,106096,28580,18488,13164,19777,25544,41547,15157,44416,20341
5001600US4823,"Congressional District 23 (116th Congress), Texas",316540,4241,21108,26980,72701,29789,13115,19119,20748,26611,18677,7325,35343,20783
5001600US4824,"Congressional District 24 (116th Congress), Texas",443680,13049,51178,70795,74420,43855,21077,9368,3213,23000,35853,16433,48881,32558
5001600US4825,"Congressional District 25 (116th Congress), Texas",350559,7904,22129,48785,78188,29684,17362,21266,8701,24399,29450,8387,39848,14456
5001600US4826,"Congressional District 26 (116th Congress), Texas",446786,12854,45611,57060,91757,41515,20795,14202,4627,24293,36289,16420,52824,28539
5001600US4827,"Congressional District 27 (116th Congress), Texas",330901,3851,16014,26551,73284,32689,16755,17617,16076,34785,30274,9042,37453,16510
5001600US4828,"Congressional District 28 (116th Congress), Texas",299633,3071,15467,23370,76377,25650,15830,16782,11665,24135,12515,8689,38532,27550
