GEOID,distr_name,total_worker_pop,agro,construct,manufact,wholesale,retail,transport_util,info,finance_realest,prof_sci_mgmt_adm,edu_health,arts_ent_food_rec,otherserv,public_admin
5001300US2508,"Congressional District 8 (113th Congress), Massachusetts",384460,637,20096,24556,9936,39763,14927,9791,44158,50490,103591,31652,16830,18033
5001300US2509,"Congressional District 9 (113th Congress), Massachusetts",346928,2927,30307,26085,9155,45586,14288,7042,25024,34617,85037,34404,16101,16355
5001300US2601,"Congressional District 1 (113th Congress), Michigan",292770,9591,19493,31705,5778,37664,12424,4534,13449,19196,72054,36283,14748,15851
5001300US2602,"Congressional District 2 (113th Congress), Michigan",319826,6989,16244,71244,10589,37482,11792,4662,15241,23307,69787,27302,15704,9483
5001300US2603,"Congressional District 3 (113th Congress), Michigan",319080,5265,15954,59020,11268,37081,11557,4681,18249,28582,74002,26371,16910,10140
5001300US2604,"Congressional District 4 (113th Congress), Michigan",288724,8272,17116,45766,5856,35781,12281,4307,13018,18376,70598,29426,14897,13030
5001300US2605,"Congressional District 5 (113th Congress), Michigan",268195,2350,13179,39087,6559,37922,11907,3805,12940,20880,70065,25730,13841,9930
5001300US2606,"Congressional District 6 (113th Congress), Michigan",312013,8144,15154,64593,7835,34323,13045,3487,14780,24162,73739,28649,15499,8603
5001300US2607,"Congressional District 7 (113th Congress), Michigan",306607,5031,15496,55264,6859,35565,14490,3900,14822,23972,74558,25800,15402,15448
5001300US2608,"Congressional District 8 (113th Congress), Michigan",335153,2568,15326,51897,7389,36444,10160,5703,23000,35279,83811,31971,15765,15840
5001300US2609,"Congressional District 9 (113th Congress), Michigan",327337,466,13353,56906,9316,38701,10647,6707,20598,37501,74366,31605,15768,11403
5001300US2610,"Congressional District 10 (113th Congress), Michigan",311691,5603,18328,66510,6726,36831,12104,4359,15890,26440,67488,24508,14181,12723
5001300US2611,"Congressional District 11 (113th Congress), Michigan",347417,694,13749,64224,10426,35461,10581,6814,26039,47509,77319,29651,14720,10230
5001300US2612,"Congressional District 12 (113th Congress), Michigan",312304,792,10986,44251,6809,33072,17640,5786,15170,30260,93487,30248,14083,9720
5001300US2613,"Congressional District 13 (113th Congress), Michigan",240353,807,9468,34364,5089,28460,15473,4779,12048,24444,57254,26442,12425,9300
5001300US2614,"Congressional District 14 (113th Congress), Michigan",261478,729,8314,34095,5315,27275,10932,5960,18576,31248,68398,26765,12229,11642
5001300US2701,"Congressional District 1 (113th Congress), Minnesota",346859,15986,19867,57724,8230,37891,13798,6427,14972,19577,103870,23900,14479,10138
5001300US2702,"Congressional District 2 (113th Congress), Minnesota",359099,4593,17436,45824,12022,40060,21055,8381,31650,37771,81931,28882,16416,13078
5001300US2703,"Congressional District 3 (113th Congress), Minnesota",355931,1920,14788,52428,13568,42794,13667,6844,38602,50192,73804,24806,14584,7934
5001300US2704,"Congressional District 4 (113th Congress), Minnesota",338344,2094,13538,42615,8320,35128,13662,8843,28468,37397,87861,28905,16518,14995
5001300US2705,"Congressional District 5 (113th Congress), Minnesota",358624,1457,11305,35527,9016,40922,12162,8356,30745,53537,90893,38969,16379,9356
5001300US2706,"Congressional District 6 (113th Congress), Minnesota",353288,4979,25736,56063,11031,44042,18293,5502,23322,30865,79932,24508,16828,12187
5001300US2707,"Congressional District 7 (113th Congress), Minnesota",329420,24263,23600,49722,10529,37973,16117,4509,14337,17249,81703,22958,15050,11410
5001300US2708,"Congressional District 8 (113th Congress), Minnesota",306609,9835,24033,32512,6625,37015,15909,4323,15264,19484,79750,32367,14430,15062
5001300US2801,"Congressional District 1 (113th Congress), Mississippi",310683,5535,20756,53801,9655,38616,24030,3596,14320,18117,69144,25159,16045,11909
5001300US2802,"Congressional District 2 (113th Congress), Mississippi",266757,9467,16067,30098,5985,30700,14891,3741,10703,15586,71231,26565,13117,18606
5001300US2803,"Congressional District 3 (113th Congress), Mississippi",309402,10751,20770,32893,8846,34798,14416,5963,18624,21892,83496,22666,15275,19012
5001300US2804,"Congressional District 4 (113th Congress), Mississippi",307594,9738,24917,37819,6722,37042,14693,3497,14512,19913,67339,37668,15069,18665
5001300US2901,"Congressional District 1 (113th Congress), Missouri",343938,1102,13116,30006,7634,36318,18628,8235,24422,38000,94665,39183,16533,16096
5001300US2902,"Congressional District 2 (113th Congress), Missouri",381572,2026,18074,42426,14304,43888,13899,9655,39198,47633,89932,32168,17942,10427
5001300US2903,"Congressional District 3 (113th Congress), Missouri",364308,4951,30781,47087,9837,44152,18662,7117,26115,31553,75234,31605,17409,19805
5001300US2904,"Congressional District 4 (113th Congress), Missouri",328044,9237,22596,35964,7424,41252,16072,5864,18829,22166,85894,27158,15691,19897
5001300US2905,"Congressional District 5 (113th Congress), Missouri",353399,2414,21375,34370,9738,39518,20033,9470,26512,39457,79459,35733,18501,16819
5001300US2906,"Congressional District 6 (113th Congress), Missouri",357121,11721,21508,44936,10665,41352,20446,7588,24265,29569,82475,27413,15949,19234
5001300US2907,"Congressional District 7 (113th Congress), Missouri",339169,5742,20029,39295,9891,46203,17081,6650,17946,27102,81491,37629,18937,11173
5001300US2908,"Congressional District 8 (113th Congress), Missouri",303066,11986,21537,44104,6598,38721,17459,3862,12825,15581,79419,21723,13629,15622
5001300US3000,"Congressional District (at Large) (113th Congress), Montana",477015,34395,37617,22278,11647,57294,23539,8771,26771,39604,108670,54179,21844,30406
5001300US3101,"Congressional District 1 (113th Congress), Nebraska",318639,10105,20746,37549,7987,37109,16877,6229,22672,26121,76915,24915,13774,17640
5001300US3102,"Congressional District 2 (113th Congress), Nebraska",321794,2650,20615,27965,9035,36287,17251,8618,33594,37201,77415,28045,13256,9862
5001300US3103,"Congressional District 3 (113th Congress), Nebraska",308268,30739,19544,36439,8861,37578,21426,3992,14806,14446,71141,21134,15625,12537
5001300US3201,"Congressional District 1 (113th Congress), Nevada",290603,782,19915,8761,4700,36165,14421,3755,12695,31928,33368,102872,15131,6110
5001300US3202,"Congressional District 2 (113th Congress), Nevada",309455,14601,19618,21298,8622,36260,16598,5249,16077,30417,56388,49067,14378,20882
5001300US3203,"Congressional District 3 (113th Congress), Nevada",344620,1245,19162,11498,6803,40399,16911,6361,23892,38769,55835,96918,13231,13596
5001300US3204,"Congressional District 4 (113th Congress), Nevada",284926,3906,21064,9037,5432,31946,13154,5146,17385,29924,46836,66697,14010,20389
5001300US3301,"Congressional District 1 (113th Congress), New Hampshire",350441,2066,24167,42088,10433,46056,15575,7208,24890,36742,81602,31653,15055,12906
5001300US3302,"Congressional District 2 (113th Congress), New Hampshire",340328,3528,23417,48279,9842,42891,11910,6902,19528,32959,86730,25786,14412,14144
5001300US3401,"Congressional District 1 (113th Congress), New Jersey",346715,725,18230,28285,12420,43720,19430,7373,26286,38465,91584,27863,15401,16933
5001300US3402,"Congressional District 2 (113th Congress), New Jersey",325699,4297,21545,22214,8607,36944,16239,4685,17682,27836,78870,53716,13997,19067
5001300US3403,"Congressional District 3 (113th Congress), New Jersey",347489,1300,21362,22857,11935,43754,20135,8112,26385,36939,88201,25066,15447,25996
5001300US3404,"Congressional District 4 (113th Congress), New Jersey",331153,1450,20330,21673,11015,38472,15844,10433,29897,40411,80391,27359,13996,19882
5001300US3405,"Congressional District 5 (113th Congress), New Jersey",362168,1753,21174,33505,14181,40544,15495,12906,34723,46952,88539,25092,14762,12542
5001300US3406,"Congressional District 6 (113th Congress), New Jersey",353191,714,19125,31229,13564,40487,24067,11272,32548,48426,76760,27878,14576,12545
5001300US3407,"Congressional District 7 (113th Congress), New Jersey",368076,1544,18718,43381,11718,37368,14608,13989,41207,54559,80088,22407,14540,13949
5001300US3408,"Congressional District 8 (113th Congress), New Jersey",372702,309,25668,32534,15806,39511,29946,11058,36140,50942,63526,34082,21824,11356
5001300US3409,"Congressional District 9 (113th Congress), New Jersey",340192,410,18553,40092,14955,39246,21300,9037,25784,40258,74214,26708,18660,10975
5001300US3410,"Congressional District 10 (113th Congress), New Jersey",319672,279,13696,20055,8581,34357,30296,9477,24124,36245,86360,23857,14885,17460
5001300US3411,"Congressional District 11 (113th Congress), New Jersey",370492,669,18232,36841,12623,38944,12638,13254,40427,56018,87387,24594,15669,13196
5001300US3412,"Congressional District 12 (113th Congress), New Jersey",359934,1242,16706,37261,12171,35761,16694,11525,33662,52243,85897,25480,15751,15541
5001300US3501,"Congressional District 1 (113th Congress), New Mexico",317771,3507,22234,18411,7542,35406,11998,6431,16947,43241,80140,34833,16076,21005
5001300US3502,"Congressional District 2 (113th Congress), New Mexico",272815,22044,20489,13009,5442,30040,13768,3893,10796,18868,70209,27684,12675,23898
5001300US3503,"Congressional District 3 (113th Congress), New Mexico",286237,12686,19518,12942,5594,33050,13679,4327,13056,32954,67697,31740,13499,25495
5001300US3601,"Congressional District 1 (113th Congress), New York",347044,1933,29586,21976,10253,41510,16808,9227,23043,36841,93657,25594,16282,20334
5001300US3602,"Congressional District 2 (113th Congress), New York",359160,365,25618,32593,12203,42678,23326,10275,26887,36885,89347,23864,15281,19838
5001300US3603,"Congressional District 3 (113th Congress), New York",339933,549,16919,18096,14959,35957,14467,10545,39165,48328,92050,21726,14473,12699
5001300US3604,"Congressional District 4 (113th Congress), New York",348550,507,20961,16539,10720,36542,18143,10778,32624,40889,100071,25872,17072,17832
5001300US3605,"Congressional District 5 (113th Congress), New York",340447,245,18870,13658,6464,39079,35342,6735,24729,29630,104999,23958,17608,19130
5001300US3606,"Congressional District 6 (113th Congress), New York",338275,753,19810,15631,11682,34227,22147,9100,35399,38671,76109,36316,25194,13236
5001300US3607,"Congressional District 7 (113th Congress), New York",331055,441,20515,19532,9271,33426,15607,14727,24479,43774,69988,50031,20088,9176
5001300US3608,"Congressional District 8 (113th Congress), New York",305248,274,12768,9430,4867,30101,24126,9852,22353,34405,99785,23938,15570,17779
5001300US3609,"Congressional District 9 (113th Congress), New York",327815,157,14969,9643,6110,27228,21940,12110,26514,38438,111135,25145,19245,15181
5001300US3610,"Congressional District 10 (113th Congress), New York",368543,333,11580,13982,9834,28814,9688,21704,58816,68456,84275,35702,16561,8798
5001300US3611,"Congressional District 11 (113th Congress), New York",312322,213,22484,11658,6861,31041,20371,7996,33047,34892,85730,22228,15818,19983
5001300US3612,"Congressional District 12 (113th Congress), New York",428195,284,8994,14547,11081,31952,7646,33004,77626,92965,79297,43140,16088,11571
5001300US3613,"Congressional District 13 (113th Congress), New York",319316,669,9518,12013,5771,38128,16330,11299,24363,33046,94249,43384,20103,10443
5001300US3614,"Congressional District 14 (113th Congress), New York",340226,763,27042,15854,8420,35669,23633,8622,25051,33960,74088,52057,23530,11537
5001300US3615,"Congressional District 15 (113th Congress), New York",255702,364,13247,10608,5107,33563,17797,4108,15702,20288,76598,31698,18297,8325
5001300US3616,"Congressional District 16 (113th Congress), New York",327330,346,18907,11624,6033,32311,17026,9417,32035,36447,107779,23059,18507,13839
5001300US3617,"Congressional District 17 (113th Congress), New York",349849,764,22040,19288,9792,33786,13113,10992,30109,47956,97901,28883,21107,14118
5001300US3618,"Congressional District 18 (113th Congress), New York",335468,2663,21534,22201,9685,41600,17800,9515,23849,34946,91304,25653,14422,20296
5001300US3619,"Congressional District 19 (113th Congress), New York",331902,7286,25689,25494,7152,39739,15106,6576,17316,26688,95754,29077,15539,20486
5001300US3620,"Congressional District 20 (113th Congress), New York",355845,1691,17778,22541,7953,41051,13981,7337,25495,36602,97993,30126,15416,37881
5001300US3621,"Congressional District 21 (113th Congress), New York",310731,7008,23593,29704,5915,41187,12461,5092,13923,19365,85642,28484,13812,24545
5001300US3622,"Congressional District 22 (113th Congress), New York",318771,5196,18834,36544,7336,38293,12821,4608,19094,24116,91690,27108,15411,17720
5001300US3623,"Congressional District 23 (113th Congress), New York",322106,9249,18935,46170,5657,35588,11597,4009,11544,20815,101222,27035,15081,15204
5001300US3624,"Congressional District 24 (113th Congress), New York",334822,4425,18497,35797,9672,39013,16549,6481,19359,29814,96992,27729,15543,14951
5001300US3625,"Congressional District 25 (113th Congress), New York",340088,890,14100,43010,8174,39528,11322,8230,18270,38956,105174,27613,14525,10296
5001300US3626,"Congressional District 26 (113th Congress), New York",328163,715,11973,33131,8488,38099,15636,5447,24698,32153,95817,32925,14586,14495
5001300US3627,"Congressional District 27 (113th Congress), New York",345851,6665,21753,47749,9164,41026,15229,5798,20550,30353,88693,27613,14974,16284
5001300US3701,"Congressional District 1 (113th Congress), North Carolina",285393,6323,17605,38048,6099,31833,11419,4027,11372,23408,80805,24945,13844,15665
5001300US3702,"Congressional District 2 (113th Congress), North Carolina",308479,3947,19564,45468,7952,35836,11121,5861,15491,33043,70364,27282,14296,18254
5001300US3703,"Congressional District 3 (113th Congress), North Carolina",306428,8200,23351,24708,6350,38319,11779,4644,15265,24022,73324,35072,16136,25258
5001300US3704,"Congressional District 4 (113th Congress), North Carolina",349826,1541,19029,28065,7388,36742,10828,7647,18173,48481,99394,35741,17943,18854
5001300US3705,"Congressional District 5 (113th Congress), North Carolina",331675,4254,20707,48664,9043,40479,14331,5077,19177,28276,83495,30150,17566,10456
5001300US3706,"Congressional District 6 (113th Congress), North Carolina",342420,3436,21662,50600,10836,41957,15191,5722,22766,30958,85173,26052,16127,11940
5001300US3707,"Congressional District 7 (113th Congress), North Carolina",319707,11431,28928,36250,9780,37724,14048,4943,16674,27452,72103,28363,14491,17520
5001300US3708,"Congressional District 8 (113th Congress), North Carolina",301080,5602,25752,48110,7760,36707,14475,4255,15995,22352,68971,23015,14629,13457
5001300US3709,"Congressional District 9 (113th Congress), North Carolina",373549,1054,20949,37080,13597,42896,17446,9915,49008,50333,71558,33328,18472,7913
5001300US3710,"Congressional District 10 (113th Congress), North Carolina",321580,2458,19395,57590,9358,39482,16987,4387,16452,26201,73052,28270,16941,11007
5001300US3711,"Congressional District 11 (113th Congress), North Carolina",301565,5056,24487,43427,7079,36165,10977,3470,13285,22611,74183,30409,16527,13889
5001300US3712,"Congressional District 12 (113th Congress), North Carolina",330725,1053,23753,34358,10450,38828,19286,7243,28963,33068,69569,38919,16805,8430
5001300US3713,"Congressional District 13 (113th Congress), North Carolina",362550,5617,23952,42403,12810,39425,14095,8419,24154,49477,78552,27015,16601,20030
5001300US3800,"Congressional District (at Large) (113th Congress), North Dakota",371612,32911,27317,26411,12058,45096,19912,5658,21579,23690,93055,29082,16653,18190
5001300US3901,"Congressional District 1 (113th Congress), Ohio",330308,854,15669,45336,9360,38847,14826,6366,24193,37694,78961,31836,14354,12012
5001300US3902,"Congressional District 2 (113th Congress), Ohio",330412,2458,17938,46473,9014,38563,14932,5552,24366,36036,79205,28731,15990,11154
5001300US3903,"Congressional District 3 (113th Congress), Ohio",337802,621,15564,26047,10188,45063,19331,7255,31639,37343,78928,33355,14774,17694
5001300US3904,"Congressional District 4 (113th Congress), Ohio",319821,5952,16559,74363,7780,33642,14263,5033,13038,22304,73973,26292,15578,11044
5001300US3905,"Congressional District 5 (113th Congress), Ohio",344072,6103,17988,72845,8476,37632,16851,4231,15681,23354,85148,28314,16263,11186
5001300US3906,"Congressional District 6 (113th Congress), Ohio",294903,9193,20010,43367,6577,36735,17995,4543,12596,17939,76748,23947,13654,11599
5001300US3907,"Congressional District 7 (113th Congress), Ohio",326989,6882,20397,64412,8335,37414,16788,5139,15767,23965,75143,26479,15775,10493
5001300US3908,"Congressional District 8 (113th Congress), Ohio",331981,3515,17645,63505,10246,41151,15727,4672,18460,27135,75989,28847,14493,10596
5001300US3909,"Congressional District 9 (113th Congress), Ohio",318352,1560,15352,46494,9147,36285,16941,5408,17680,29468,75735,37297,14536,12449
5001300US3910,"Congressional District 10 (113th Congress), Ohio",319292,1446,15087,38568,7113,38436,12715,7033,16279,33234,83498,30636,14395,20852
5001300US3911,"Congressional District 11 (113th Congress), Ohio",286144,573,8963,32726,7148,28592,12056,5707,21186,29357,88348,25488,13061,12939
5001300US3912,"Congressional District 12 (113th Congress), Ohio",360329,2793,17061,39287,11027,42569,13508,8679,37741,39440,87238,29156,15002,16828
5001300US3913,"Congressional District 13 (113th Congress), Ohio",322582,1414,17039,50839,8076,43047,14895,5966,15874,26194,80585,32767,14245,11641
5001300US3914,"Congressional District 14 (113th Congress), Ohio",347654,2669,20043,63689,11463,37017,12856,5158,27232,32851,80350,26810,16642,10874
5001300US3915,"Congressional District 15 (113th Congress), Ohio",341614,4296,18535,36087,9527,41744,19455,6814,25097,31628,86292,28996,14850,18293
5001300US3916,"Congressional District 16 (113th Congress), Ohio",354131,3906,18624,55475,11477,41447,17124,5837,24976,34942,84157,28125,15948,12093
5001300US4001,"Congressional District 1 (113th Congress), Oklahoma",360172,7621,24439,42462,12508,41193,20188,10180,24237,38987,75745,33157,19194,10261
5001300US4002,"Congressional District 2 (113th Congress), Oklahoma",294670,15704,22339,38762,7030,33320,17019,3799,12785,15282,70949,24532,14294,18855
5001300US4003,"Congressional District 3 (113th Congress), Oklahoma",337942,31389,23906,31273,9288,38370,19001,4691,17925,20113,76992,26428,16682,21884
5001300US4004,"Congressional District 4 (113th Congress), Oklahoma",340696,16004,22546,26341,7462,41268,16154,5334,19728,25517,81984,30418,17298,30642
5001300US4005,"Congressional District 5 (113th Congress), Oklahoma",352924,11627,27860,25759,9971,41496,14366,7418,23283,35866,75738,35749,19295,24496
5001300US4101,"Congressional District 1 (113th Congress), Oregon",374454,7861,19245,60858,11929,41301,14042,7236,27990,45695,76546,31791,17413,12547
5001300US4102,"Congressional District 2 (113th Congress), Oregon",318109,22275,17659,28470,7850,40447,14704,6664,14848,27873,69862,33938,16404,17115
5001300US4103,"Congressional District 3 (113th Congress), Oregon",386650,4006,19812,38544,13427,44352,18842,8863,23963,46942,92889,41245,20837,12928
5001300US4104,"Congressional District 4 (113th Congress), Oregon",317866,12154,18236,31774,8440,41521,12075,5514,14517,28194,83714,31595,16567,13565
5001300US4105,"Congressional District 5 (113th Congress), Oregon",339815,14281,22353,34796,10150,43464,13540,4960,22154,32084,73264,29329,16331,23109
5001300US4201,"Congressional District 1 (113th Congress), Pennsylvania",290690,516,12153,20394,6780,30517,17063,5976,18311,33468,84299,31506,14930,14777
5001300US4202,"Congressional District 2 (113th Congress), Pennsylvania",283317,460,6999,14545,4226,24932,13461,6387,20130,36725,100788,25848,12920,15896
5001300US4203,"Congressional District 3 (113th Congress), Pennsylvania",316394,5857,18650,50640,8605,39380,15398,4652,14583,23679,82501,26066,15323,11060
5001300US4204,"Congressional District 4 (113th Congress), Pennsylvania",346801,3976,21541,52909,10815,40191,17490,5079,22141,32394,75465,26492,16661,21647
5001300US4205,"Congressional District 5 (113th Congress), Pennsylvania",313553,8759,18987,49064,6323,37725,15139,4360,12811,18673,88109,26273,14481,12849
5001300US4206,"Congressional District 6 (113th Congress), Pennsylvania",361885,3410,18174,50791,12136,41702,13922,7645,33173,46300,84801,25209,16095,8527
5001300US4207,"Congressional District 7 (113th Congress), Pennsylvania",349080,4630,21520,40683,10000,36757,13982,7449,30251,44563,90103,23644,16228,9270
5001300US4208,"Congressional District 8 (113th Congress), Pennsylvania",362775,1574,24458,48089,12054,45368,14290,7374,28491,43332,84886,25739,16066,11054
5001300US4209,"Congressional District 9 (113th Congress), Pennsylvania",306453,10989,21904,39561,7492,40235,18018,4320,12307,19682,76725,25642,15559,14019
5001300US4210,"Congressional District 10 (113th Congress), Pennsylvania",313717,9763,22435,43476,7943,40306,18511,4575,14501,20596,77313,24614,14927,14757
5001300US4211,"Congressional District 11 (113th Congress), Pennsylvania",333404,4450,19243,39612,10078,42805,20971,5195,20286,25756,80302,26066,14783,23857
5001300US4212,"Congressional District 12 (113th Congress), Pennsylvania",332866,3806,19518,38005,10107,38920,20544,6021,22928,33005,87493,24029,16984,11506
5001300US4213,"Congressional District 13 (113th Congress), Pennsylvania",336585,697,19944,33016,9561,37955,14400,6579,26979,39820,89953,24797,15090,17794
5001300US4214,"Congressional District 14 (113th Congress), Pennsylvania",335511,1019,14541,24045,8341,38119,15796,6571,25972,35867,100837,35267,16096,13040
5001300US4215,"Congressional District 15 (113th Congress), Pennsylvania",340344,3020,18130,50901,11099,39173,18636,6396,19209,31497,87734,28593,14953,11003
5001300US4216,"Congressional District 16 (113th Congress), Pennsylvania",331335,10172,22233,55614,11958,40184,14777,4511,17581,27628,75694,25815,16528,8640
5001300US4217,"Congressional District 17 (113th Congress), Pennsylvania",314960,3437,17219,43991,8914,41226,17344,6170,16964,23869,79136,27066,13528,16096
5001300US4218,"Congressional District 18 (113th Congress), Pennsylvania",345206,5027,21554,37418,10137,40886,20393,6389,25277,37007,85768,29502,14866,10982
5001300US4401,"Congressional District 1 (113th Congress), Rhode Island",250542,905,11961,29140,5782,29739,8096,4305,16657,25262,70773,25796,11690,10436
5001300US4402,"Congressional District 2 (113th Congress), Rhode Island",259323,1100,13634,28190,6090,31362,10303,4467,19246,24002,68843,28161,11851,12074
5001300US4501,"Congressional District 1 (113th Congress), South Carolina",317011,1658,22450,28149,7138,38221,13511,7031,19924,39198,67169,37739,16023,18800
5001300US4502,"Congressional District 2 (113th Congress), South Carolina",305942,3481,18721,31953,7515,35172,15131,6053,24676,31700,68830,25915,15172,21623
5001300US4503,"Congressional District 3 (113th Congress), South Carolina",269643,3190,18370,54110,7260,31019,12738,3716,10739,20594,63458,21321,13455,9673
5001300US4504,"Congressional District 4 (113th Congress), South Carolina",300551,1386,19610,52855,11501,35650,11454,5674,15178,31454,64265,28186,15589,7749
5001300US4505,"Congressional District 5 (113th Congress), South Carolina",278858,3009,17562,46501,8875,33422,15742,4523,18380,22470,56662,23032,14439,14241
5001300US4506,"Congressional District 6 (113th Congress), South Carolina",255603,3924,17485,28626,5203,30769,12723,4553,12422,22449,60064,28801,11986,16598
5001300US4507,"Congressional District 7 (113th Congress), South Carolina",275415,4283,18231,29492,6426,39297,10864,3945,16668,22103,57539,40788,14152,11627
5001300US4600,"Congressional District (at Large) (113th Congress), South Dakota",418991,29424,26946,39562,11395,48529,17892,7843,30920,25430,100261,39840,18597,22352
5001300US4701,"Congressional District 1 (113th Congress), Tennessee",297743,3232,20805,48051,6203,39767,13405,4829,14392,20768,68734,32697,14064,10796
5001300US4702,"Congressional District 2 (113th Congress), Tennessee",325230,3088,21575,33391,10994,42020,16002,6758,20144,36636,76343,30046,16375,11858
5001300US4703,"Congressional District 3 (113th Congress), Tennessee",300447,2811,20971,44748,7534,34394,19654,4619,18391,28478,66206,26034,13916,12691
5001300US4704,"Congressional District 4 (113th Congress), Tennessee",315170,4317,21720,53439,8828,38744,18154,7248,18737,25214,65457,25685,14303,13324
5001300US4705,"Congressional District 5 (113th Congress), Tennessee",357849,1159,21903,26873,9875,41377,15796,11369,24025,41308,86841,40514,19934,16875
5001300US4706,"Congressional District 6 (113th Congress), Tennessee",306037,5178,22950,43115,9909,38480,18209,5366,16714,24279,65751,26292,15188,14606
5001300US4707,"Congressional District 7 (113th Congress), Tennessee",294055,4318,19791,39501,8081,35025,15307,5800,17052,25631,69296,23310,14527,16416
5001300US4708,"Congressional District 8 (113th Congress), Tennessee",305353,4771,16846,43646,9785,36423,22285,3990,17815,25024,73861,20193,14951,15763
5001300US4709,"Congressional District 9 (113th Congress), Tennessee",305064,746,15377,25000,10146,34695,35361,4924,15609,30437,68749,32142,16462,15416
5001300US4801,"Congressional District 1 (113th Congress), Texas",299840,18226,22316,34326,9762,36059,13173,4105,14246,21871,74154,23690,17311,10601
5001300US4802,"Congressional District 2 (113th Congress), Texas",373250,14807,27376,42057,16744,37727,25809,5339,23727,52978,69380,27032,19460,10814
5001300US4803,"Congressional District 3 (113th Congress), Texas",372717,4006,14996,37964,11631,45376,11423,15333,44547,61392,72054,28328,16795,8872
5001300US4804,"Congressional District 4 (113th Congress), Texas",299126,8758,23745,39696,8194,36789,16060,3948,17467,22480,68856,21580,16180,15373
5001300US4805,"Congressional District 5 (113th Congress), Texas",304828,8036,29141,27107,8510,35659,17887,4867,20094,31865,64624,24693,17592,14753
5001300US4806,"Congressional District 6 (113th Congress), Texas",349470,3995,22094,41185,11446,42260,24179,7341,28210,33414,73954,27818,18630,14944
5001300US4807,"Congressional District 7 (113th Congress), Texas",367564,16644,22720,33736,14815,36797,16056,6580,29474,63837,70594,29480,18846,7985
5001300US4808,"Congressional District 8 (113th Congress), Texas",311838,15622,25298,31343,11435,36493,22423,3802,16054,31499,61950,25474,14940,15505
5001300US4809,"Congressional District 9 (113th Congress), Texas",330727,4968,28634,25602,7890,40666,18862,4785,16754,38646,77713,33289,23087,9831
5001300US4810,"Congressional District 10 (113th Congress), Texas",355538,11977,29471,38854,11429,38938,15574,6593,21714,46254,71774,27707,18037,17216
5001300US4811,"Congressional District 11 (113th Congress), Texas",315196,38303,24574,25001,9505,36725,15178,4345,14280,21815,66053,26167,18635,14615
5001300US4812,"Congressional District 12 (113th Congress), Texas",342177,7875,22434,40514,10900,39259,23512,6416,25301,33035,70028,28064,19083,15756
5001300US4813,"Congressional District 13 (113th Congress), Texas",312572,24091,21190,31683,8375,38077,18377,4802,15432,19453,70211,25979,18262,16640
5001300US4814,"Congressional District 14 (113th Congress), Texas",306164,5395,29974,39221,7770,32383,16098,3718,15451,30080,70150,25327,15185,15412
5001300US4815,"Congressional District 15 (113th Congress), Texas",273720,10479,19564,16589,7733,41201,13550,3502,12139,21681,75684,21523,15511,14564
5001300US4816,"Congressional District 16 (113th Congress), Texas",280873,2384,16441,20421,7795,33614,17596,6883,14458,26197,73516,26777,13039,21752
5001300US4817,"Congressional District 17 (113th Congress), Texas",330709,9631,23261,31382,7177,38178,12530,6297,19779,29796,88888,29177,17131,17482
5001300US4818,"Congressional District 18 (113th Congress), Texas",309611,7165,29533,29594,10977,33162,24527,4723,17250,38346,59742,26303,18745,9544
5001300US4819,"Congressional District 19 (113th Congress), Texas",312767,23838,21219,18743,9381,37856,14170,4561,16000,19884,82055,30103,18550,16407
5001300US4820,"Congressional District 20 (113th Congress), Texas",315536,2180,25070,17892,6538,38013,11490,6329,31985,32451,74028,36841,16434,16285
5001300US4821,"Congressional District 21 (113th Congress), Texas",360398,5977,21565,21932,8895,41099,11725,8750,31403,47628,84316,38789,17868,20451
5001300US4822,"Congressional District 22 (113th Congress), Texas",351518,15990,22154,36843,13919,37947,15512,6144,23625,46601,82978,22114,15595,12096
5001300US4823,"Congressional District 23 (113th Congress), Texas",287286,17577,23617,16894,7064,31254,16934,4257,19264,24337,68760,24108,12381,20839
5001300US4824,"Congressional District 24 (113th Congress), Texas",391052,2782,18445,37005,14714,45798,27759,13756,42052,59335,65449,36064,19320,8573
5001300US4825,"Congressional District 25 (113th Congress), Texas",311826,8089,23150,29451,7964,34509,13724,5681,20487,37901,68243,25389,15211,22027
5001300US4826,"Congressional District 26 (113th Congress), Texas",371911,5412,19836,35187,12633,44900,23438,10300,36048,47435,76231,31592,17646,11253
5001300US4827,"Congressional District 27 (113th Congress), Texas",312003,17670,27295,26870,8175,38106,16872,4083,14964,24644,71280,28442,16333,17269
5001300US4828,"Congressional District 28 (113th Congress), Texas",276805,10097,21970,12265,8118,36292,24527,3029,13002,21365,71168,22187,14216,18569
5001300US4829,"Congressional District 29 (113th Congress), Texas",294045,4671,51986,37250,9415,33846,20454,3083,11064,26587,42616,26351,20427,6295
5001300US4830,"Congressional District 30 (113th Congress), Texas",298934,1648,27493,26339,8199,33122,22082,6552,23432,32925,62739,25436,16372,12595
5001300US4831,"Congressional District 31 (113th Congress), Texas",326060,2761,20346,31090,8763,41903,12285,6382,21282,39914,73642,26828,16340,24524
5001300US4832,"Congressional District 32 (113th Congress), Texas",364310,2850,24772,34008,10451,38201,14052,10515,40962,55909,72249,33512,19478,7351
5001300US4833,"Congressional District 33 (113th Congress), Texas",289404,1964,46695,36831,8897,31889,17491,4014,16672,30730,38626,32404,17700,5491
